,headlines,text
94,Online assessment delayed Mumbai University results: Maha CM,"Maharashtra Chief Minister Devendra Fadnavis on Tuesday said that the newly adopted online assessment system delayed the declaration of Mumbai University results. He added that the government will implement technological changes systematically and in phases to avoid similar problems in the future. Notably, 14 lakh out of the 17.5 lakh answer sheets have been evaluated so far. "
95,Shops relocated to decongest Delhi Airport,"Shops at the domestic terminal of Delhi Airport have been relocated to provide additional space for seamless passenger movement, MoS for Civil Aviation Jayant Sinha said on Tuesday. This comes after a draft report by the Public Accounts Committee said lesser space for passengers due to shops and restaurants could hamper passenger movement during a mishap."
96,Plane built for Russian airline may be next US Air Force One,"The US Air Force is negotiating with Boeing to purchase two 747-8 jetliners once built for Russian airline Transaero, which went bankrupt before the planes were delivered. The jetliners will be used as the new Air Force One and its backup. Air Force One is the aircraft that carries the President of the United States. "
97,HC to hear fresh appeals of Talwars in Aarushi murder case,"The Allahabad High Court on Tuesday said it would hear fresh appeals filed by Rajesh and Nupur Talwar challenging their conviction in the murder of their daughter Aarushi and domestic help, Hemraj. The court said it would hear the matter again due to ""contradictions"" in some submissions made by the CBI and fixed a hearing for August 31. "
98,13 people die in a day while travelling in Mumbai locals,"As many as 13 people died while travelling in Mumbai's local trains on Sunday, according to railway data. Almost 1,600 people have been killed while travelling in trains in the past six months, it added. Of the 1,600, 700 lost their lives by falling off the train,147 were killed while crossing railway tracks, and 20 people died of electric shock. "
99,Gujarat Congress MLAs in Bengaluru not allowed to go out,"The Gujarat Congress MLAs staying in a Bengaluru resort are not allowed to go out, and 30 MLAs from Karnataka have been put in charge of the discipline. The party has planned seminars and programmes for their entertainment inside the resort. These include a lecture on the corruption charges against UPA, and Congress' achievements in 60 years, transparency and accountability."
100,Only 5% chance of Earth reaching Paris climate goal: Study,"According to a recently published US-based research, there is only a 5% chance that Earth will avoid warming by at least 2 C by 2100, the threshold set in the Paris climate agreement. The research studied global trends in the economy, emissions and population growth, and further stated that there is 1% chance that temperatures will rise by less than 1.5 C."
101,Bee attack delays Hyderabad-Pune flight by an hour ,"A swarm of bees reportedly attacked a Hyderabad-Pune flight last week and delayed it by almost an hour. The flight was able to take off only after a repellent spray was used to clear the insects from the area. ""We will look into the matter and necessary action will be taken,"" a Directorate General of Civil Aviation official said. "
102,Indian women's cricketer Shikha felicitated by IAF Chief,"Flight Lt Shikha Pandey, a member of the Indian women's cricket team, was felicitated by Indian Air Force Chief BS Dhanoa for her performance at the Women's World Cup 2017. Pandey, commissioned in the IAF on June 30, 2012, as an air traffic control officer, was awarded the Chief of the Air Staff commendation by the Air Chief Marshal."
103,J'khand clears draft bill to ban forced religious conversion,"The Jharkhand government on Tuesday cleared a draft anti-conversion bill which aims to ban religious conversion through force or allurement. Anyone found guilty of forced conversion will be liable to a punishment of three years in jail and/or a fine of ?50,000. Individuals voluntarily opting to change religion will need to inform local authorities about reasons for the conversion beforehand."
104,No accurate govt data on illegal migrants: Kiren Rijiju,"The Central government has no accurate data on illegal migrants, Union Minister Kiren Rijiju said on Tuesday in Lok Sabha. Pointing out that these people entered India in a ""clandestine and surreptitious manner,"" he said it would be ""naturally"" impossible to exact official figures. ""We have taken various steps to ensure we detect them...and then prosecute them,"" he added."
105,Maha farmers to fast indefinitely to protest land acquisition,"Farmers from 78 villages in Maharashtra are reportedly planning to go on an indefinite fast to protest the alleged forcible acquisition of farm land for the Delhi-Mumbai Industrial Corridor. Despite the project getting scaled down to one-third its original size, the 78 villages have not been denotified, activists said. Officials maintained that they are not planning forcible land acquisition. "
106,Will expose links of Lalu's kin with sand mafia: Bihar Dy CM,"Bihar's newly appointed Deputy CM Sushil Modi said he would soon hold a press conference to ""make a big expose"" on Lalu Prasad's family and RJD's links with sand mafia. The government was committed to taking actions against anyone involved in corruption, he added. RJD's Bihar unit spokesperson dismissed Modi's allegations as ""baseless and absurd""."
107,Hansal denies reports of Kangana turning editor for Simran ,"Filmmaker Hansal Mehta has denied reports of Kangana Ranaut taking over editing of the trailer of his upcoming directorial 'Simran' after being unhappy over the first cut. ""All this speculation is false, malicious and fabricated,"" he added. Co-producer Bhushan Kumar said, ""At the end, the film is a director's vision and the film campaign will stay close to that only""."
